id,log_recommends
44064,4.99043
44069,2.94444
44071,0.69315
44073,1.09861
44074,5.93754
44076,7.31389
44080,1.09861
44081,2.19722
44098,1.94591
44110,0.69315
44124,1.09861
44141,2.70805
44153,3.71357
44157,1.79176
44163,2.19722
44164,1.94591
44168,2.30259
44195,1.60944
44201,1.09861
44203,4.43082
44204,3.29584
44205,1.09861
44213,1.09861
44217,6.16121
44219,1.09861
44223,1.38629
44227,2.30259
44232,1.60944
44250,0.69315
44252,5.72359
44260,2.19722
44263,3.09104
44264,2.19722
44265,3.3673
44266,5.46806
44269,4.60517
44280,1.38629
44281,2.07944
44282,3.71357
44300,3.21888
44318,1.38629
44331,0.69315
44337,0.69315
44360,1.09861
44368,0.69315
44369,1.38629
44373,2.3979
44376,1.38629
44396,1.38629
44398,1.09861
44416,1.79176
44418,1.09861
44422,0.69315
44424,6.27099
44430,0.69315
44432,0.69315
44445,1.38629
44463,1.09861
44490,1.79176
44491,4.86753
44492,2.19722
44493,3.2581
44500,5.66988
44501,1.94591
44502,1.38629
44516,4.15888
44522,2.30259
44535,1.60944
44536,1.09861
44537,4.45435
44543,3.71357
44550,0.69315
44562,4.20469
44565,2.48491
44566,2.30259
44568,2.19722
44569,3.91202
44570,2.07944
44573,2.19722
44574,2.07944
44576,1.79176
44582,2.63906
44583,6.24804
44584,6.86901
44585,4.20469
44598,4.36945
44600,4.44265
44601,1.94591
44614,0.69315
44621,2.99573
44623,1.60944
44626,2.07944
44639,3.2581
44640,0.69315
44646,2.30259
44655,4.39445
44658,3.43399
44660,3.4012
44661,0.69315
44667,5.83773
44668,1.09861
44669,2.07944
44670,2.63906
44671,1.09861
44672,2.56495
44673,2.56495
44676,1.09861
44684,1.79176
44685,3.2581
44686,5.21494
44689,0.69315
44702,4.00733
44705,2.3979
44714,1.09861
44717,1.09861
44736,2.99573
44748,2.19722
44765,1.09861
44766,1.38629
44769,4.55388
44771,2.07944
44789,1.79176
44791,1.94591
44796,2.94444
44797,1.09861
44802,0.69315
44803,2.30259
44810,0.69315
44811,1.38629
44819,9.07119
44827,1.79176
44831,1.60944
44834,0.69315
44848,8.0067
44868,2.70805
44877,4.06044
44878,3.97029
44880,6.83733
44893,7.43897
44902,1.38629
44904,0.69315
44921,2.19722
44922,2.83321
44923,0.69315
44935,0.69315
44944,6.40357
44946,6.01859
44957,1.79176
44959,1.60944
44967,1.38629
44976,1.79176
44978,2.3979
44998,1.38629
44999,3.3322
45000,3.29584
45004,1.60944
45013,2.30259
45016,6.90875
45019,2.30259
45025,1.38629
45027,1.09861
45032,5.62762
45044,0.69315
45066,3.49651
45075,2.89037
45076,5.95064
45079,4.5326
45092,5.3033
45096,1.94591
45097,1.09861
45098,2.07944
45109,5.99894
45117,8.07122
45127,1.38629
45129,2.56495
45138,2.07944
45139,6.46147
45152,6.39859
45156,5.7301
45157,6.36819
45159,8.50936
45173,6.86066
45175,4.41884
45182,5.88053
45183,7.09091
45195,7.78364
45196,9.07119
45207,1.09861
45211,4.65396
45212,1.09861
45218,0.69315
45232,2.07944
45251,2.70805
45263,2.19722
45265,2.07944
45266,1.94591
45269,2.63906
45286,1.60944
45293,0.69315
45297,1.09861
45305,2.3979
45326,0.69315
45331,1.09861
45348,1.09861
45350,1.38629
45353,1.38629
45357,0.69315
45359,4.65396
45362,0.69315
45367,0.69315
45378,1.94591
45400,4.60517
45408,0.69315
45425,2.77259
45427,2.3979
45437,6.81454
45442,1.09861
45448,1.60944
45478,0.69315
45500,1.60944
45503,0.69315
45535,1.09861
45537,2.48491
45538,2.07944
45548,8.0067
45551,5.5835
45557,0.69315
45559,4.54329
45562,0.69315
45564,0.69315
45577,5.4848
45579,2.99573
45585,2.70805
45591,2.89037
45595,5.1358
45596,4.91998
45626,3.61092
45643,2.63906
45652,2.77259
45672,3.3322
45746,1.79176
45776,2.56495
45794,3.04452
45798,0.69315
45845,1.38629
45858,6.68211
45867,6.88857
45879,4.48864
45887,0.69315
45890,3.04452
45894,3.98898
45895,3.63759
45909,3.3322
45910,0.69315
45928,2.19722
45935,0.69315
45945,2.19722
45971,2.99573
45995,0.69315
46002,1.09861
46006,4.44265
46022,1.60944
46024,3.63759
46030,0.69315
46046,2.48491
46067,6.42487
46072,2.19722
46136,1.09861
46150,5.09987
46176,2.19722
46182,1.38629
46183,1.79176
46221,2.07944
46239,4.51086
46253,0.69315
46279,6.67456
46280,7.6014
46281,4.70048
46282,0.69315
46294,1.60944
46296,3.43399
46297,6.15698
46305,4.62497
46307,4.31749
46312,5.96615
46313,7.37838
46316,4.56435
46318,3.17805
46320,5.54518
46331,5.98645
46333,3.66356
46334,3.13549
46335,5.01064
46336,3.13549
46340,5.64191
46342,0.69315
46343,2.19722
46346,2.77259
46350,3.29584
46352,2.48491
46357,2.07944
46359,5.09987
46360,4.34381
46361,1.38629
46362,4.85203
46364,2.3979
46367,3.04452
46369,2.56495
46377,4.66344
46378,2.30259
46379,4.27667
46383,1.94591
46387,1.79176
46388,1.94591
46390,2.63906
46391,7.65017
46393,1.09861
46399,3.3673
46400,1.09861
46408,5.98896
46413,1.38629
46421,4.66344
46427,2.30259
46438,2.94444
46439,2.3979
46440,1.79176
46447,4.02535
46448,3.85015
46450,3.68888
46451,3.17805
46456,2.94444
46457,2.30259
46458,4.15888
46459,3.04452
46462,1.38629
46464,1.79176
46466,4.02535
46467,2.48491
46471,3.2581
46472,1.38629
46475,7.57096
46487,2.19722
46489,3.17805
46490,6.74759
46496,4.60517
46499,5.75574
46516,2.07944
46517,6.1334
46523,7.00397
46532,7.31389
46536,3.2581
46537,6.90875
46538,2.99573
46541,5.77765
46545,4.70048
46546,7.65017
46547,7.31389
46550,2.63906
46551,7.43897
46552,2.19722
46554,5.51745
46577,4.95583
46578,2.19722
46581,1.94591
46583,7.69667
46591,1.79176
46595,2.70805
46600,0.69315
46605,7.17089
46606,1.60944
46607,1.09861
46608,6.34739
46609,3.04452
46610,3.29584
46615,1.09861
46624,2.56495
46634,7.78364
46641,5.86647
46647,5.22575
46653,1.60944
46654,1.38629
46655,1.09861
46656,1.09861
46662,7.43897
46672,0.69315
46707,4.78749
46710,6.17587
46712,5.97635
46718,4.40672
46720,5.76832
46738,6.43294
46741,6.64509
46744,5.26269
46755,8.43403
46792,6.60259
46807,0.69315
46812,6.14419
46823,1.09861
46824,5.01728
46830,1.09861
46853,6.31355
46904,1.09861
46947,5.16479
46960,6.67582
46969,1.09861
46986,0.69315
46991,4.7362
46992,4.07754
46999,2.70805
47003,3.71357
47004,2.07944
47005,0.69315
47007,0.69315
47008,7.4961
47018,0.69315
47021,1.38629
47022,1.09861
47023,1.79176
47029,7.43897
47046,0.69315
47050,1.09861
47062,3.43399
47065,3.3322
47070,4.30407
47072,3.46574
47073,3.55535
47123,1.38629
47138,0.69315
47144,4.76217
47148,1.79176
47160,0.69315
47173,3.43399
47174,1.60944
47175,2.94444
47180,0.69315
47181,0.69315
47194,2.70805
47210,2.48491
47221,1.09861
47236,0.69315
47237,1.38629
47239,2.94444
47242,1.60944
47253,2.48491
47256,2.77259
47257,2.77259
47269,2.19722
47270,1.79176
47271,1.09861
47272,2.89037
47283,5.72685
47286,7.31389
47289,4.70953
47309,8.88198
47312,5.40268
47315,3.78419
47324,6.73102
47342,5.84354
47351,5.71043
47352,4.41884
47357,5.59099
47386,5.76832
47397,4.2485
47398,4.18965
47402,7.86365
47405,5.55296
47408,6.01127
47410,5.12396
47411,5.17615
47414,5.78383
47418,3.13549
47419,7.24494
47421,0.69315
47442,0.69315
47446,8.13182
47448,2.56495
47462,1.60944
47470,6.22654
47473,6.12468
47474,6.24222
47478,0.69315
47505,0.69315
47518,0.69315
47519,1.79176
47525,1.79176
47528,1.09861
47544,0.69315
47546,2.70805
47552,5.73657
47564,1.94591
47567,1.09861
47584,1.09861
47604,1.09861
47635,1.09861
47637,0.69315
47643,3.09104
47648,1.38629
47649,1.38629
47652,5.88888
47657,2.89037
47659,3.43399
47660,4.98361
47672,5.45959
47681,2.30259
47682,2.56495
47694,0.69315
47696,0.69315
47798,1.09861
47804,1.60944
47805,0.69315
47806,1.60944
47834,1.38629
47835,1.60944
47844,1.38629
47951,2.19722
47970,1.09861
47984,1.79176
48011,8.51138
48016,1.60944
48020,1.38629
48025,1.09861
48030,1.09861
48039,2.48491
48044,2.07944
48050,1.79176
48051,5.42053
48052,2.70805
48053,1.09861
48055,3.29584
48063,1.09861
48066,3.82864
48067,0.69315
48068,3.4012
48074,0.69315
48076,1.09861
48078,1.79176
48081,1.60944
48085,6.67834
48086,2.30259
48088,3.13549
48090,0.69315
48092,1.79176
48097,2.19722
48110,1.94591
48123,3.2581
48125,1.94591
48131,1.09861
48198,0.69315
48226,3.04452
48234,0.69315
48238,2.94444
48240,0.69315
48242,3.21888
48243,0.69315
48245,2.48491
48247,8.10198
48266,0.69315
48270,4.85203
48272,1.09861
48276,4.41884
48277,4.74493
48278,4.36945
48279,3.46574
48282,3.09104
48284,2.70805
48286,2.48491
48334,2.94444
48337,4.15888
48342,8.0067
48350,2.77259
48356,6.50129
48357,4.81218
48359,1.94591
48365,1.09861
48366,1.79176
48372,6.43133
48376,5.68358
48385,5.273
48399,2.19722
48401,1.60944
48402,2.07944
48404,3.46574
48405,2.77259
48408,7.7411
48411,2.99573
48413,1.09861
48414,1.09861
48415,2.56495
48417,4.74493
48421,1.79176
48429,3.78419
48438,3.55535
48446,2.83321
48466,4.89784
48467,1.09861
48475,3.71357
48477,8.0067
48478,5.49306
48487,3.21888
48488,3.04452
48493,4.76217
48513,1.38629
48518,1.38629
48535,0.69315
48538,1.79176
48544,1.09861
48545,2.07944
48548,0.69315
48549,1.94591
48565,2.19722
48568,3.93183
48575,3.13549
48577,4.00733
48578,0.69315
48579,0.69315
48583,7.09091
48584,3.04452
48585,1.79176
48589,0.69315
48598,7.65017
48603,6.40026
48608,1.60944
48610,2.07944
48613,3.52636
48620,0.69315
48621,3.97029
48622,5.83481
48623,0.69315
48629,4.34381
48630,5.56068
48632,5.03695
48635,1.38629
48636,4.2485
48641,4.98361
48646,7.4961
48647,1.38629
48673,2.19722
48676,3.13549
48678,6.19644
48679,3.17805
48681,0.69315
48684,5.29832
48686,5.7301
48689,1.60944
48690,2.07944
48693,2.99573
48697,6.40523
48698,5.80814
48700,5.55683
48714,7.37838
48716,2.56495
48722,3.61092
48726,3.78419
48748,4.17439
48762,2.89037
48770,4.41884
48773,0.69315
48774,3.3673
48779,2.48491
48791,1.38629
48797,1.94591
48808,7.58121
48868,1.09861
48870,3.97029
48885,0.69315
48887,4.36945
48889,4.74493
48890,7.56579
48894,1.38629
48898,0.69315
48899,6.24417
48905,3.61092
48907,7.00397
48909,2.07944
48913,1.09861
48914,1.38629
48918,3.55535
48919,3.95124
48938,0.69315
48951,7.00397
48954,7.55014
48955,8.74846
48978,0.69315
48984,5.31321
48994,1.94591
49001,7.97281
49002,5.0814
49008,3.61092
49010,1.94591
49014,7.09091
49015,5.52943
49019,5.66643
49021,7.82445
49023,5.31812
49042,3.91202
49045,3.46574
49046,4.23411
49049,5.30827
49055,4.46591
49058,2.89037
49060,3.46574
49061,6.59167
49063,4.00733
49065,3.09104
49070,1.94591
49072,1.79176
49078,3.78419
49084,1.38629
49087,1.60944
49091,1.38629
49092,3.13549
49097,2.3979
49104,2.94444
49105,0.69315
49108,1.38629
49109,0.69315
49113,1.09861
49114,5.17048
49117,5.17048
49120,0.69315
49123,1.94591
49125,4.58497
49127,4.56435
49129,1.38629
49132,3.66356
49139,2.94444
49140,0.69315
49150,3.93183
49154,4.40672
49155,4.54329
49158,1.38629
49159,6.34739
49160,4.34381
49172,1.60944
49181,7.17089
49182,3.85015
49183,1.94591
49191,2.19722
49196,4.33073
49201,1.38629
49217,5.49717
49219,4.36945
49231,2.30259
49234,0.69315
49235,2.94444
49237,1.79176
49248,4.04305
49251,1.94591
49254,6.87005
49257,6.01616
49259,1.09861
49266,5.47227
49268,6.45834
49273,5.98141
49275,5.75574
49277,5.9428
49282,6.30992
49283,6.44413
49284,4.44265
49285,7.09091
49286,1.60944
49291,6.57368
49295,5.60212
49296,4.41884
49297,4.7362
49298,6.59851
49299,7.37838
49301,6.28786
49303,5.38907
49304,5.73979
49308,6.81892
49309,2.48491
49312,1.94591
49317,4.40672
49318,5.95064
49321,6.56386
49324,2.19722
49327,1.09861
49331,5.39816
49334,5.95064
49335,4.14313
49342,3.04452
49348,1.09861
49353,3.63759
49354,1.09861
49403,7.43897
49404,5.8999
49405,5.0814
49415,3.91202
49420,4.14313
49421,5.19296
49427,4.39445
49431,2.3979
49432,6.49677
49433,4.47734
49434,7.93773
49441,6.7901
49443,1.38629
49446,2.56495
49447,1.94591
49452,3.04452
49455,2.56495
49456,2.3979
49457,3.43399
49465,2.30259
49466,6.6053
49469,6.05209
49472,3.3673
49476,2.56495
49478,2.07944
49480,3.71357
49487,4.12713
49488,4.77068
49489,4.96981
49490,3.52636
49494,3.80666
49499,0.69315
49504,2.48491
49508,1.79176
49519,3.46574
49521,5.28827
49527,3.58352
49530,0.69315
49533,2.3979
49535,5.23111
49538,1.09861
49547,0.69315
49548,3.98898
49558,0.69315
49565,6.40026
49567,2.99573
49571,5.26786
49573,7.17089
49583,4.45435
49588,7.69667
49589,0.69315
49593,0.69315
49608,6.10702
49614,4.11087
49623,0.69315
49639,1.09861
49640,1.38629
49668,0.69315
49682,0.69315
49696,1.09861
49703,5.0626
49725,0.69315
49729,0.69315
49730,0.69315
49731,0.69315
49732,0.69315
49744,1.09861
49781,1.79176
49782,2.70805
49783,2.19722
49793,1.38629
49798,5.86079
49800,2.07944
49802,1.94591
49810,0.69315
49813,2.07944
49819,2.94444
49837,1.38629
49838,5.61677
49843,6.76504
49849,4.31749
49856,6.1717
49872,8.21636
49879,5.3033
49906,4.52179
49909,4.27667
49925,2.56495
49964,6.79682
49965,6.32615
49968,6.70564
50006,0.69315
50012,0.69315
50018,1.09861
50033,1.38629
50078,1.09861
50079,0.69315
50088,5.46383
50094,5.49306
50099,1.09861
50101,8.69968
50106,2.83321
50110,7.17089
50113,0.69315
50117,3.09104
50118,7.09091
50122,5.0814
50123,3.29584
50127,6.76734
50130,1.09861
50133,3.43399
50134,6.19032
50160,6.43133
50162,4.41884
50171,4.12713
50190,3.46574
50203,2.56495
50218,6.42325
50220,1.09861
50222,3.17805
50223,4.99721
50235,4.43082
50248,1.09861
50263,7.93773
50272,0.69315
50276,2.30259
50280,2.70805
50285,2.07944
50286,1.09861
50291,0.69315
50292,1.09861
50293,1.38629
50294,2.48491
50302,0.69315
50306,1.38629
50327,0.69315
50329,0.69315
50332,1.38629
50334,8.66579
50339,1.60944
50342,0.69315
50346,4.23411
50347,0.69315
50359,1.09861
50366,4.8752
50368,1.38629
50369,1.38629
50375,0.69315
50379,2.19722
50381,3.66356
50388,2.19722
50390,2.56495
50395,2.56495
50397,1.94591
50398,1.79176
50399,2.63906
50402,1.60944
50403,3.46574
50404,5.24702
50419,6.59715
50421,6.77194
50427,5.94017
50432,5.18739
50434,5.6058
50444,5.95842
50460,1.09861
50461,1.38629
50462,3.04452
50465,1.38629
50467,2.56495
50469,0.69315
50486,4.79579
50494,0.69315
50499,1.09861
50525,2.3979
50526,2.19722
50541,6.7178
50543,10.40429
50546,2.30259
50548,5.00395
50555,1.79176
50565,3.63759
50585,5.71043
50589,6.1181
50590,0.69315
50593,0.69315
50610,1.09861
50611,1.38629
50612,3.3673
50613,0.69315
50615,2.56495
50625,4.2485
50627,0.69315
50629,0.69315
50650,1.60944
50652,2.63906
50654,1.09861
50673,1.60944
50684,5.3033
50686,7.82445
50689,4.30407
50692,7.86365
50693,0.69315
50694,2.19722
50695,5.63479
50700,7.00397
50704,1.79176
50707,1.94591
50708,1.60944
50713,6.58064
50717,2.07944
50718,5.1985
50724,5.84932
50725,1.94591
50731,2.3979
50733,2.30259
50736,8.26899
50737,2.63906
50760,2.19722
50762,2.30259
50768,3.71357
50770,2.94444
50771,2.56495
50775,4.15888
50781,1.79176
50782,2.48491
50786,2.63906
50789,1.60944
50790,4.43082
50795,0.69315
50796,0.69315
50799,2.19722
50800,0.69315
50801,2.3979
50807,2.30259
50808,3.21888
50809,1.38629
50810,5.14166
50811,4.94164
50815,3.68888
50817,1.38629
50818,1.09861
50823,3.73767
50827,5.56834
50830,5.14749
50836,1.09861
50838,5.04343
50846,3.61092
50850,4.00733
50857,2.3979
50868,1.09861
50881,2.56495
50889,1.09861
50896,1.38629
50928,2.48491
50936,7.43897
50937,1.09861
50939,1.79176
50942,1.79176
50943,3.04452
50944,5.11799
50946,2.83321
50947,2.07944
50949,7.09091
50950,2.07944
50969,7.09091
50993,1.60944
51001,1.79176
51005,1.79176
51013,2.63906
51018,1.09861
51025,5.01728
51032,1.38629
51034,4.74493
51036,3.09104
51045,1.09861
51085,7.37838
51094,7.00397
51112,1.38629
51118,0.69315
51120,0.69315
51129,0.69315
51132,4.7185
51136,6.27288
51141,6.79347
51142,8.53719
51149,6.30262
51153,2.30259
51154,2.3979
51157,4.90527
51159,5.93754
51165,2.77259
51168,4.74493
51170,1.09861
51176,4.79579
51185,5.50533
51203,0.69315
51211,7.09091
51212,1.38629
51214,5.94803
51215,4.54329
51216,0.69315
51222,1.38629
51225,4.39445
51237,4.09434
51240,2.07944
51265,0.69315
51266,2.30259
51272,4.00733
51273,0.69315
51274,4.51086
51275,4.04305
51276,1.09861
51277,2.63906
51288,3.52636
51293,3.43399
51294,4.56435
51298,0.69315
51301,1.60944
51302,4.02535
51307,2.94444
51308,6.41836
51309,3.43399
51320,1.94591
51342,6.54965
51353,5.78074
51390,0.69315
51396,2.30259
51400,1.60944
51406,1.38629
51407,6.32615
51409,5.26269
51421,1.79176
51424,6.24611
51425,0.69315
51435,3.66356
51441,0.69315
51442,3.21888
51444,1.38629
51453,0.69315
51458,4.06044
51473,1.38629
51474,1.38629
51484,4.00733
51489,5.54518
51498,1.79176
51499,1.09861
51500,2.56495
51514,2.3979
51515,3.68888
51525,6.69456
51535,0.69315
51541,2.19722
51560,2.56495
51572,3.61092
51579,0.69315
51591,0.69315
51593,0.69315
51627,1.09861
51632,0.69315
51635,1.60944
51638,0.69315
51639,0.69315
51641,2.19722
51642,1.09861
51653,2.48491
51656,2.07944
51657,3.09104
51658,2.48491
51664,2.07944
51670,0.69315
51678,0.69315
51687,0.69315
51689,2.56495
51700,0.69315
51703,3.46574
51706,6.286
51707,7.24494
51718,0.69315
51719,3.52636
51720,0.69315
51731,1.38629
51741,1.38629
51743,1.09861
51785,0.69315
51807,3.91202
51818,2.07944
51825,2.63906
51844,2.19722
51852,2.19722
51853,8.03948
51859,1.79176
51860,1.38629
51868,2.07944
51896,0.69315
51909,0.69315
51910,0.69315
51948,1.94591
51977,1.94591
51993,9.12707
52000,0.69315
52017,1.38629
52020,0.69315
52021,2.56495
52029,2.63906
52039,1.38629
52054,5.1358
52065,1.38629
52087,2.07944
52099,2.19722
52100,3.52636
52101,7.6014
52103,2.63906
52109,1.94591
52118,4.82831
52128,2.83321
52129,2.19722
52132,1.94591
52133,3.43399
52135,1.79176
52137,3.43399
52149,4.86753
52151,5.42053
52157,5.19296
52166,6.23048
52167,5.9428
52169,3.98898
52175,4.31749
52182,3.52636
52194,6.90875
52195,7.37838
52198,6.90875
52204,7.37838
52205,7.00397
52206,9.07119
52207,6.09582
52208,5.86647
52222,7.5761
52230,3.68888
52235,7.00397
52241,7.7411
52248,3.66356
52265,1.60944
52270,1.94591
52271,1.79176
52277,1.09861
52278,1.09861
52288,3.3322
52307,1.60944
52319,1.38629
52334,3.55535
52338,3.97029
52339,2.94444
52350,2.3979
52351,4.99721
52355,3.58352
52356,4.58497
52358,2.63906
52359,3.8712
52365,2.56495
52367,2.89037
52368,3.97029
52370,2.30259
52376,2.77259
52377,5.78996
52378,3.29584
52380,6.42325
52381,2.30259
52382,7.65017
52389,1.09861
52394,2.07944
52396,1.09861
52400,4.83628
52408,2.83321
52415,3.63759
52417,1.38629
52425,1.09861
52426,0.69315
52428,1.60944
52455,3.04452
52457,0.69315
52458,0.69315
52461,1.94591
52464,2.30259
52466,7.17089
52479,5.3845
52482,2.3979
52495,4.12713
52503,8.31899
52521,7.90138
52524,1.60944
52526,5.54518
52536,1.09861
52540,2.70805
52547,4.82831
52551,2.83321
52553,2.48491
52554,1.60944
52556,1.60944
52559,2.56495
52564,0.69315
52566,1.38629
52576,5.69036
52583,7.4961
52586,3.55535
52587,3.2581
52593,6.43615
52595,3.95124
52597,4.15888
52602,1.38629
52608,2.07944
52609,2.19722
52616,1.94591
52617,2.48491
52624,3.49651
52631,5.71373
52634,5.90263
52635,3.73767
52641,6.10256
52642,2.70805
52647,5.4848
52649,5.32301
52654,6.33683
52656,2.30259
52658,3.82864
52664,6.90875
52667,4.18965
52672,6.90875
52675,5.00395
52676,2.94444
52679,5.07517
52680,5.24175
52682,1.60944
52685,6.18826
52688,5.03044
52694,5.17615
52699,4.59512
52704,4.65396
52707,1.94591
52720,1.60944
52721,5.67332
52730,3.04452
52740,2.77259
52746,5.57595
52751,7.00397
52759,5.05625
52765,0.69315
52775,8.26899
52776,7.43897
52782,5.69709
52783,6.55251
52784,2.30259
52788,5.42053
52790,0.69315
52794,4.83628
52795,3.58352
52801,1.09861
52806,4.80402
52835,2.63906
52848,2.07944
52865,0.69315
52888,1.09861
52889,0.69315
52891,1.38629
52892,1.09861
52895,4.82831
52905,2.70805
52907,1.60944
52910,4.61512
52912,1.09861
52922,5.31321
52924,3.2581
52926,1.09861
52932,5.37064
52941,6.00881
52942,7.59136
52952,4.8752
52966,1.38629
52968,2.3979
52971,1.79176
52977,2.19722
52978,1.79176
52979,1.38629
52981,1.94591
52991,1.94591
52994,0.69315
53005,1.60944
53009,2.19722
53010,1.09861
53013,1.60944
53014,1.60944
53015,1.60944
53032,3.89182
53040,2.99573
53041,2.19722
53045,1.09861
53052,6.39192
53053,0.69315
53063,2.19722
53065,6.84482
53072,7.09091
53075,4.31749
53086,4.60517
53088,4.40672
53093,6.79682
53098,3.98898
53101,5.7301
53113,4.5326
53114,3.46574
53119,8.47658
53129,6.67834
53134,8.47658
53138,6.63068
53139,6.85435
53147,6.32972
53157,4.14313
53158,2.30259
53159,4.04305
53162,0.69315
53166,1.09861
53176,1.38629
53188,3.04452
53196,0.69315
53203,1.79176
53229,7.37838
53290,3.97029
53291,6.90875
53305,1.38629
53310,3.98898
53319,4.23411
53330,3.71357
53332,2.19722
53333,0.69315
53336,5.78074
53347,1.60944
53355,8.24302
53367,1.09861
53372,1.79176
53374,0.69315
53376,1.38629
53379,0.69315
53392,2.48491
53394,0.69315
53408,0.69315
53424,1.79176
53426,2.48491
53428,0.69315
53433,5.99146
53438,1.09861
53441,0.69315
53451,2.77259
53459,1.38629
53465,0.69315
53471,3.93183
53476,6.30992
53481,1.09861
53493,5.11199
53494,0.69315
53498,8.07122
53505,2.63906
53507,0.69315
53510,6.39693
53511,0.69315
53531,2.30259
53532,3.43399
53542,1.09861
53565,6.27852
53566,2.07944
53568,2.89037
53571,4.5326
53576,5.65948
53583,1.60944
53595,0.69315
53601,3.43399
53615,1.38629
53621,2.70805
53628,4.35671
53633,2.63906
53634,1.60944
53644,1.60944
53668,2.19722
53675,3.21888
53710,0.69315
53733,1.94591
53734,3.52636
53735,4.96284
53739,1.09861
53741,4.49981
53745,1.60944
53747,0.69315
53753,1.38629
53764,2.70805
53767,1.38629
53769,0.69315
53770,2.70805
53772,6.01859
53775,2.56495
53778,4.68213
53784,2.19722
53785,2.83321
53805,4.31749
53807,2.19722
53808,4.47734
53825,3.97029
53834,2.70805
53840,1.09861
53847,0.69315
53848,2.30259
53855,2.70805
53858,4.8828
53861,1.09861
53865,1.94591
53867,0.69315
53874,4.59512
53878,3.89182
53889,3.98898
53898,6.65286
53917,1.38629
53922,1.09861
53930,3.17805
53939,2.94444
53940,4.45435
53945,3.3322
53959,1.09861
53973,6.15486
53981,5.22575
53983,7.6014
53988,5.31812
53996,3.63759
53997,5.15329
54003,5.14749
54009,5.75257
54010,5.01728
54011,4.27667
54012,4.58497
54017,6.86797
54018,4.74493
54021,3.29584
54031,4.45435
54040,2.56495
54049,2.77259
54053,4.11087
54060,1.60944
54065,0.69315
54066,0.69315
54067,1.79176
54076,1.09861
54094,7.82445
54100,0.69315
54102,0.69315
54109,0.69315
54115,0.69315
54121,1.79176
54130,6.66185
54132,1.79176
54133,1.60944
54134,3.80666
54138,1.60944
54149,1.38629
54153,1.09861
54162,1.60944
54163,0.69315
54170,1.60944
54180,0.69315
54181,1.60944
54182,3.43399
54183,1.38629
54190,1.38629
54207,0.69315
54208,4.80402
54234,2.30259
54280,1.09861
54289,0.69315
54290,0.69315
54306,2.56495
54311,0.69315
54338,1.38629
54354,1.09861
54358,3.63759
54360,2.56495
54361,0.69315
54364,1.38629
54365,1.38629
54366,0.69315
54373,2.83321
54374,3.04452
54396,2.19722
54403,2.56495
54404,1.09861
54410,6.14633
54411,3.73767
54415,1.38629
54418,4.06044
54421,0.69315
54426,7.24494
54427,0.69315
54428,1.38629
54429,1.38629
54431,2.56495
54436,3.17805
54440,6.62936
54444,4.98361
54447,6.90174
54449,1.09861
54450,0.69315
54464,4.43082
54476,7.90138
54478,7.00397
54504,4.40672
54532,1.09861
54575,3.98898
54596,3.3322
54600,2.70805
54609,1.94591
54612,2.07944
54649,6.05444
54665,4.47734
54666,0.69315
54672,5.4848
54677,1.79176
54678,1.38629
54722,7.00397
54724,3.49651
54726,4.62497
54730,5.6058
54731,6.8533
54732,5.64897
54733,1.09861
54736,1.94591
54740,5.98896
54741,6.19848
54753,4.40672
54762,3.04452
54767,2.07944
54770,5.17615
54771,2.70805
54775,4.29046
54777,3.63759
54784,5.04343
54790,1.94591
54792,1.09861
54794,5.35659
54796,3.68888
54798,4.20469
54799,5.26269
54802,4.93447
54803,2.99573
54812,7.17089
54817,0.69315
54818,1.94591
54820,5.96871
54822,4.49981
54824,2.3979
54827,1.79176
54831,3.2581
54832,2.30259
54840,2.07944
54843,3.97029
54845,3.21888
54846,3.52636
54848,0.69315
54849,7.65017
54855,1.09861
54856,3.80666
54869,3.7612
54870,2.63906
54885,4.62497
54907,0.69315
54910,0.69315
54911,1.09861
54922,0.69315
54936,0.69315
54937,5.24175
54939,3.85015
54941,1.09861
54944,4.07754
54950,1.94591
54956,6.03069
54957,7.24494
54962,3.63759
54968,1.94591
54971,2.99573
54978,1.09861
54980,1.94591
54993,3.46574
55005,6.77765
55007,3.89182
55008,3.43399
55021,2.89037
55027,4.18965
55035,4.44265
55042,1.38629
55046,7.00397
55091,7.6014
55107,1.09861
55108,4.00733
55112,2.30259
55113,1.09861
55117,2.19722
55118,0.69315
55122,2.07944
55146,1.09861
55162,3.09104
55175,3.61092
55176,3.17805
55179,8.77971
55201,2.63906
55210,2.30259
55212,2.3979
55222,1.60944
55227,0.69315
55229,0.69315
55231,1.60944
55233,1.38629
55235,0.69315
55236,2.83321
55239,1.09861
55250,1.38629
55256,6.31897
55257,1.09861
55271,2.07944
55287,4.06044
55288,4.23411
55292,1.09861
55294,1.38629
55298,3.80666
55303,3.3322
55304,0.69315
55306,1.38629
55309,3.97029
55318,2.70805
55319,0.69315
55327,7.43897
55335,0.69315
55336,1.38629
55338,2.89037
55339,0.69315
55341,0.69315
55342,6.7334
55343,7.24494
55349,0.69315
55352,1.09861
55355,2.63906
55360,0.69315
55362,4.38203
55363,4.93447
55364,1.38629
55368,2.3979
55372,6.34914
55374,1.60944
55375,5.273
55377,4.55388
55394,2.70805
55399,2.70805
55403,0.69315
55411,2.30259
55413,0.69315
55418,2.94444
55419,4.11087
55421,3.21888
55422,0.69315
55423,2.48491
55424,2.07944
55426,3.97029
55427,5.98645
